date,value,description,entryType,category,tags,metadata_json
2024-11-12,2210.00,"Financiamento Imóvel SAC Parcela 107/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":107,""interest_paid"":210}"
2024-11-18,6500.00,"Aporte Fundo Offshore Swissquote 11/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-11-14,295.00,"Abastecimento Posto Shell CAR01 (198350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":198350}"
2024-11-27,321.00,"Abastecimento Posto Ipiranga CAR01 (199250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":199250}"
2024-12-05,109000.00,"Faturamento PME Mensal 12/2024",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":176000,""receita_bruta_12"":1308000}"
2024-12-08,13200.00,"Folha Pro-Labore Administrador 12/2024",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":176000,""receita_bruta_12"":1308000}"
2024-12-12,2195.00,"Financiamento Imóvel SAC Parcela 108/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":108,""interest_paid"":195}"
2024-12-18,6500.00,"Aporte Fundo Offshore Swissquote 12/2024",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2024-12-14,300.00,"Abastecimento Posto Shell CAR01 (200100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":200100}"
2024-12-27,327.00,"Abastecimento Posto Ipiranga CAR01 (201000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":201000}"
2024-12-22,6700.00,"Depósito Judicial Trabalhista (ADC 58) Q4/2024",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2023-04-10"",""data_vencimento"":""2024-01-15""}"
2025-01-05,119500.00,"Faturamento PME Mensal 1/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1434000}"
2025-01-08,14100.00,"Folha Pro-Labore Administrador 1/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1434000}"
2025-01-12,2180.00,"Financiamento Imóvel SAC Parcela 109/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":109,""interest_paid"":180}"
2025-01-18,7000.00,"Aporte Fundo Offshore Swissquote 1/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-01-14,245.00,"Abastecimento Posto Shell CAR01 (201850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":201850}"
2025-01-27,261.00,"Abastecimento Posto Ipiranga CAR01 (202750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":202750}"
2025-02-05,122000.00,"Faturamento PME Mensal 2/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1464000}"
2025-02-08,14100.00,"Folha Pro-Labore Administrador 2/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1464000}"
2025-02-12,2165.00,"Financiamento Imóvel SAC Parcela 110/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":110,""interest_paid"":165}"
2025-02-18,7000.00,"Aporte Fundo Offshore Swissquote 2/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-02-14,250.00,"Abastecimento Posto Shell CAR01 (203600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":203600}"
2025-02-27,267.00,"Abastecimento Posto Ipiranga CAR01 (204500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":204500}"
2025-03-05,117000.00,"Faturamento PME Mensal 3/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1404000}"
2025-03-08,14100.00,"Folha Pro-Labore Administrador 3/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1404000}"
2025-03-12,2150.00,"Financiamento Imóvel SAC Parcela 111/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":111,""interest_paid"":150}"
2025-03-18,7000.00,"Aporte Fundo Offshore Swissquote 3/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-03-14,255.00,"Abastecimento Posto Shell CAR01 (205350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":205350}"
2025-03-27,273.00,"Abastecimento Posto Ipiranga CAR01 (206250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":206250}"
2025-03-22,7100.00,"Depósito Judicial Trabalhista (ADC 58) Q1/2025",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2024-04-10"",""data_vencimento"":""2025-01-15""}"
2025-04-05,119500.00,"Faturamento PME Mensal 4/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1434000}"
2025-04-08,14100.00,"Folha Pro-Labore Administrador 4/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1434000}"
2025-04-12,2135.00,"Financiamento Imóvel SAC Parcela 112/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":112,""interest_paid"":135}"
2025-04-18,7000.00,"Aporte Fundo Offshore Swissquote 4/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-04-14,260.00,"Abastecimento Posto Shell CAR01 (207100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":207100}"
2025-04-27,279.00,"Abastecimento Posto Ipiranga CAR01 (208000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":208000}"
2025-05-05,122000.00,"Faturamento PME Mensal 5/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1464000}"
2025-05-08,14100.00,"Folha Pro-Labore Administrador 5/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1464000}"
2025-05-12,2120.00,"Financiamento Imóvel SAC Parcela 113/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":113,""interest_paid"":120}"
2025-05-18,7000.00,"Aporte Fundo Offshore Swissquote 5/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-05-14,265.00,"Abastecimento Posto Shell CAR01 (208850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":208850}"
2025-05-27,285.00,"Abastecimento Posto Ipiranga CAR01 (209750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":209750}"
2025-06-05,117000.00,"Faturamento PME Mensal 6/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1404000}"
2025-06-08,14100.00,"Folha Pro-Labore Administrador 6/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1404000}"
2025-06-12,2105.00,"Financiamento Imóvel SAC Parcela 114/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":114,""interest_paid"":105}"
2025-06-18,7000.00,"Aporte Fundo Offshore Swissquote 6/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-06-14,270.00,"Abastecimento Posto Shell CAR01 (210600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":210600}"
2025-06-27,291.00,"Abastecimento Posto Ipiranga CAR01 (211500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":211500}"
2025-06-22,7100.00,"Depósito Judicial Trabalhista (ADC 58) Q2/2025",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2024-04-10"",""data_vencimento"":""2025-01-15""}"
2025-07-05,119500.00,"Faturamento PME Mensal 7/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1434000}"
2025-07-08,14100.00,"Folha Pro-Labore Administrador 7/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1434000}"
2025-07-12,2090.00,"Financiamento Imóvel SAC Parcela 115/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":115,""interest_paid"":90}"
2025-07-18,7000.00,"Aporte Fundo Offshore Swissquote 7/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-07-14,275.00,"Abastecimento Posto Shell CAR01 (212350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":212350}"
2025-07-27,297.00,"Abastecimento Posto Ipiranga CAR01 (213250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":213250}"
2025-08-05,122000.00,"Faturamento PME Mensal 8/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1464000}"
2025-08-08,14100.00,"Folha Pro-Labore Administrador 8/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1464000}"
2025-08-12,2075.00,"Financiamento Imóvel SAC Parcela 116/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":116,""interest_paid"":75}"
2025-08-18,7000.00,"Aporte Fundo Offshore Swissquote 8/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-08-14,280.00,"Abastecimento Posto Shell CAR01 (214100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":214100}"
2025-08-27,303.00,"Abastecimento Posto Ipiranga CAR01 (215000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":215000}"
2025-09-05,117000.00,"Faturamento PME Mensal 9/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1404000}"
2025-09-08,14100.00,"Folha Pro-Labore Administrador 9/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1404000}"
2025-09-12,2060.00,"Financiamento Imóvel SAC Parcela 117/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":117,""interest_paid"":60}"
2025-09-18,7000.00,"Aporte Fundo Offshore Swissquote 9/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-09-14,285.00,"Abastecimento Posto Shell CAR01 (215850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":215850}"
2025-09-27,309.00,"Abastecimento Posto Ipiranga CAR01 (216750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":216750}"
2025-09-22,7100.00,"Depósito Judicial Trabalhista (ADC 58) Q3/2025",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2024-04-10"",""data_vencimento"":""2025-01-15""}"
2025-10-05,119500.00,"Faturamento PME Mensal 10/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1434000}"
2025-10-08,14100.00,"Folha Pro-Labore Administrador 10/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1434000}"
2025-10-12,2045.00,"Financiamento Imóvel SAC Parcela 118/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":118,""interest_paid"":45}"
2025-10-18,7000.00,"Aporte Fundo Offshore Swissquote 10/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-10-14,290.00,"Abastecimento Posto Shell CAR01 (217600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":217600}"
2025-10-27,315.00,"Abastecimento Posto Ipiranga CAR01 (218500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":218500}"
2025-11-05,122000.00,"Faturamento PME Mensal 11/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1464000}"
2025-11-08,14100.00,"Folha Pro-Labore Administrador 11/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1464000}"
2025-11-12,2030.00,"Financiamento Imóvel SAC Parcela 119/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":119,""interest_paid"":30}"
2025-11-18,7000.00,"Aporte Fundo Offshore Swissquote 11/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-11-14,295.00,"Abastecimento Posto Shell CAR01 (219350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":219350}"
2025-11-27,321.00,"Abastecimento Posto Ipiranga CAR01 (220250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":220250}"
2025-12-05,117000.00,"Faturamento PME Mensal 12/2025",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":188000,""receita_bruta_12"":1404000}"
2025-12-08,14100.00,"Folha Pro-Labore Administrador 12/2025",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":188000,""receita_bruta_12"":1404000}"
2025-12-12,2015.00,"Financiamento Imóvel SAC Parcela 120/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":120,""interest_paid"":15}"
2025-12-18,7000.00,"Aporte Fundo Offshore Swissquote 12/2025",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2025-12-14,300.00,"Abastecimento Posto Shell CAR01 (221100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":221100}"
2025-12-27,327.00,"Abastecimento Posto Ipiranga CAR01 (222000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":222000}"
2025-12-22,7100.00,"Depósito Judicial Trabalhista (ADC 58) Q4/2025",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2024-04-10"",""data_vencimento"":""2025-01-15""}"
2026-01-05,127500.00,"Faturamento PME Mensal 1/2026",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":200000,""receita_bruta_12"":1530000}"
2026-01-08,15000.00,"Folha Pro-Labore Administrador 1/2026",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":200000,""receita_bruta_12"":1530000}"
2026-01-18,7500.00,"Aporte Fundo Offshore Swissquote 1/2026",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2026-01-14,245.00,"Abastecimento Posto Shell CAR01 (222850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":222850}"
2026-01-27,261.00,"Abastecimento Posto Ipiranga CAR01 (223750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":223750}"
2026-02-05,130000.00,"Faturamento PME Mensal 2/2026",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":200000,""receita_bruta_12"":1560000}"
2026-02-08,15000.00,"Folha Pro-Labore Administrador 2/2026",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":200000,""receita_bruta_12"":1560000}"
2026-02-18,7500.00,"Aporte Fundo Offshore Swissquote 2/2026",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2026-02-14,250.00,"Abastecimento Posto Shell CAR01 (224600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":224600}"
2026-02-27,267.00,"Abastecimento Posto Ipiranga CAR01 (225500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":225500}"
2026-03-05,125000.00,"Faturamento PME Mensal 3/2026",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":200000,""receita_bruta_12"":1500000}"
2026-03-08,15000.00,"Folha Pro-Labore Administrador 3/2026",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":200000,""receita_bruta_12"":1500000}"
2026-03-18,7500.00,"Aporte Fundo Offshore Swissquote 3/2026",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2026-03-14,255.00,"Abastecimento Posto Shell CAR01 (226350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":226350}"
2026-03-27,273.00,"Abastecimento Posto Ipiranga CAR01 (227250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":227250}"
2026-03-22,7500.00,"Depósito Judicial Trabalhista (ADC 58) Q1/2026",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2025-04-10"",""data_vencimento"":""2026-01-15""}"
2026-04-05,127500.00,"Faturamento PME Mensal 4/2026",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":200000,""receita_bruta_12"":1530000}"
2026-04-08,15000.00,"Folha Pro-Labore Administrador 4/2026",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":200000,""receita_bruta_12"":1530000}"
2026-04-18,7500.00,"Aporte Fundo Offshore Swissquote 4/2026",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2026-04-14,260.00,"Abastecimento Posto Shell CAR01 (228100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":228100}"
2026-04-27,279.00,"Abastecimento Posto Ipiranga CAR01 (229000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":229000}"
2026-05-05,130000.00,"Faturamento PME Mensal 5/2026",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":200000,""receita_bruta_12"":1560000}"
2026-05-08,15000.00,"Folha Pro-Labore Administrador 5/2026",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":200000,""receita_bruta_12"":1560000}"
2026-05-18,7500.00,"Aporte Fundo Offshore Swissquote 5/2026",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2026-05-14,265.00,"Abastecimento Posto Shell CAR01 (229850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":229850}"
2026-05-27,285.00,"Abastecimento Posto Ipiranga CAR01 (230750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":230750}"
2026-06-05,125000.00,"Faturamento PME Mensal 6/2026",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":200000,""receita_bruta_12"":1500000}"
2026-06-08,15000.00,"Folha Pro-Labore Administrador 6/2026",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":200000,""receita_bruta_12"":1500000}"
2026-06-18,7500.00,"Aporte Fundo Offshore Swissquote 6/2026",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2026-06-14,270.00,"Abastecimento Posto Shell CAR01 (231600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":231600}"
2026-06-27,291.00,"Abastecimento Posto Ipiranga CAR01 (232500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":232500}"
2026-06-22,7500.00,"Depósito Judicial Trabalhista (ADC 58) Q2/2026",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2025-04-10"",""data_vencimento"":""2026-01-15""}"
2026-07-05,127500.00,"Faturamento PME Mensal 7/2026",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":200000,""receita_bruta_12"":1530000}"
2026-07-08,15000.00,"Folha Pro-Labore Administrador 7/2026",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":200000,""receita_bruta_12"":1530000}"
2026-07-18,7500.00,"Aporte Fundo Offshore Swissquote 7/2026",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2026-07-14,275.00,"Abastecimento Posto Shell CAR01 (233350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":233350}"
2026-07-27,297.00,"Abastecimento Posto Ipiranga CAR01 (234250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":234250}"
